0 0.112772
20 0.012479
40 0.012781
60 0.012521
80 0.012703
100 0.012755
120 0.012476
140 0.012676
160 0.012526
180 0.012533
200 0.012473
220 0.012585
240 0.012599
260 0.012719
280 0.012322
300 0.012528
320 0.012655
340 0.012413
